格网左下角经度（度）,格网右上角纬度（度）,格网相对Y坐标,格网相对X坐标,格网ID（唯一）,格网左下角纬度（度）,格网右上角经度（度）,格网编码
"1.1380329999999999E+002","2.2719999999999999E+001",31,7,2859,"2.2710000000000001E+001","1.138133E+002","7,31"
"1.137933E+002","2.2719999999999999E+001",31,6,2858,"2.2710000000000001E+001","1.1380329999999999E+002","6,31"
"1.137833E+002","2.2719999999999999E+001",31,5,2857,"2.2710000000000001E+001","1.137933E+002","5,31"
"1.1377330000000001E+002","2.2719999999999999E+001",31,4,2856,"2.2710000000000001E+001","1.137833E+002","4,31"
"1.137633E+002","2.2719999999999999E+001",31,3,2855,"2.2710000000000001E+001","1.1377330000000001E+002","3,31"
"1.137533E+002","2.2719999999999999E+001",31,2,2854,"2.2710000000000001E+001","1.137633E+002","2,31"
"1.137433E+002","2.2719999999999999E+001",31,1,2853,"2.2710000000000001E+001","1.137533E+002","1,31"
"1.137333E+002","2.2719999999999999E+001",31,0,2852,"2.2710000000000001E+001","1.137433E+002","0,31"
"1.146433E+002","2.2710000000000001E+001",30,91,2851,"2.2699999999999999E+001","1.146533E+002","91,30"
"1.1463330000000001E+002","2.2710000000000001E+001",30,90,2850,"2.2699999999999999E+001","1.146433E+002","90,30"
"1.138233E+002","2.2440000000000001E+001",3,9,285,"2.243E+001","1.1383329999999999E+002","9,3"
"1.146233E+002","2.2710000000000001E+001",30,89,2849,"2.2699999999999999E+001","1.1463330000000001E+002","89,30"
"1.146133E+002","2.2710000000000001E+001",30,88,2848,"2.2699999999999999E+001","1.146233E+002","88,30"
"1.146033E+002","2.2710000000000001E+001",30,87,2847,"2.2699999999999999E+001","1.146133E+002","87,30"
"1.145933E+002","2.2710000000000001E+001",30,86,2846,"2.2699999999999999E+001","1.146033E+002","86,30"
"1.1458329999999999E+002","2.2710000000000001E+001",30,85,2845,"2.2699999999999999E+001","1.145933E+002","85,30"
"1.145733E+002","2.2710000000000001E+001",30,84,2844,"2.2699999999999999E+001","1.1458329999999999E+002","84,30"
"1.145633E+002","2.2710000000000001E+001",30,83,2843,"2.2699999999999999E+001","1.145733E+002","83,30"
"1.1455329999999999E+002","2.2710000000000001E+001",30,82,2842,"2.2699999999999999E+001","1.145633E+002","82,30"
"1.145433E+002","2.2710000000000001E+001",30,81,2841,"2.2699999999999999E+001","1.1455329999999999E+002","81,30"
"1.145333E+002","2.2710000000000001E+001",30,80,2840,"2.2699999999999999E+001","1.145433E+002","80,30"
"1.138133E+002","2.2440000000000001E+001",3,8,284,"2.243E+001","1.138233E+002","8,3"
"1.1452330000000001E+002","2.2710000000000001E+001",30,79,2839,"2.2699999999999999E+001","1.145333E+002","79,30"
"1.145133E+002","2.2710000000000001E+001",30,78,2838,"2.2699999999999999E+001","1.1452330000000001E+002","78,30"
"1.145033E+002","2.2710000000000001E+001",30,77,2837,"2.2699999999999999E+001","1.145133E+002","77,30"
"1.144933E+002","2.2710000000000001E+001",30,76,2836,"2.2699999999999999E+001","1.145033E+002","76,30"
"1.144833E+002","2.2710000000000001E+001",30,75,2835,"2.2699999999999999E+001","1.144933E+002","75,30"
"1.1447329999999999E+002","2.2710000000000001E+001",30,74,2834,"2.2699999999999999E+001","1.144833E+002","74,30"
"1.144633E+002","2.2710000000000001E+001",30,73,2833,"2.2699999999999999E+001","1.1447329999999999E+002","73,30"
"1.144533E+002","2.2710000000000001E+001",30,72,2832,"2.2699999999999999E+001","1.144633E+002","72,30"
"1.1444329999999999E+002","2.2710000000000001E+001",30,71,2831,"2.2699999999999999E+001","1.144533E+002","71,30"
"1.144333E+002","2.2710000000000001E+001",30,70,2830,"2.2699999999999999E+001","1.1444329999999999E+002","70,30"
"1.1380329999999999E+002","2.2440000000000001E+001",3,7,283,"2.243E+001","1.138133E+002","7,3"
"1.144233E+002","2.2710000000000001E+001",30,69,2829,"2.2699999999999999E+001","1.144333E+002","69,30"
"1.1377330000000001E+002","2.275E+001",34,4,3132,"2.2739999999999998E+001","1.137833E+002","4,34"
"1.137633E+002","2.275E+001",34,3,3131,"2.2739999999999998E+001","1.1377330000000001E+002","3,34"
"1.137533E+002","2.275E+001",34,2,3130,"2.2739999999999998E+001","1.137633E+002","2,34"
"1.141033E+002","2.2440000000000001E+001",3,37,313,"2.243E+001","1.141133E+002","37,3"
"1.137433E+002","2.275E+001",34,1,3129,"2.2739999999999998E+001","1.137533E+002","1,34"
"1.137333E+002","2.275E+001",34,0,3128,"2.2739999999999998E+001","1.137433E+002","0,34"
"1.146433E+002","2.2739999999999998E+001",33,91,3127,"2.273E+001","1.146533E+002","91,33"
"1.1463330000000001E+002","2.2739999999999998E+001",33,90,3126,"2.273E+001","1.146433E+002","90,33"
"1.146233E+002","2.2739999999999998E+001",33,89,3125,"2.273E+001","1.1463330000000001E+002","89,33"
"1.146133E+002","2.2739999999999998E+001",33,88,3124,"2.273E+001","1.146233E+002","88,33"
"1.146033E+002","2.2739999999999998E+001",33,87,3123,"2.273E+001","1.146133E+002","87,33"
"1.145933E+002","2.2739999999999998E+001",33,86,3122,"2.273E+001","1.146033E+002","86,33"
"1.1458329999999999E+002","2.2739999999999998E+001",33,85,3121,"2.273E+001","1.145933E+002","85,33"
"1.145733E+002","2.2739999999999998E+001",33,84,3120,"2.273E+001","1.1458329999999999E+002","84,33"
"1.140933E+002","2.2440000000000001E+001",3,36,312,"2.243E+001","1.141033E+002","36,3"
"1.145633E+002","2.2739999999999998E+001",33,83,3119,"2.273E+001","1.145733E+002","83,33"
"1.1455329999999999E+002","2.2739999999999998E+001",33,82,3118,"2.273E+001","1.145633E+002","82,33"
"1.145433E+002","2.2739999999999998E+001",33,81,3117,"2.273E+001","1.1455329999999999E+002","81,33"
"1.145333E+002","2.2739999999999998E+001",33,80,3116,"2.273E+001","1.145433E+002","80,33"
"1.1452330000000001E+002","2.2739999999999998E+001",33,79,3115,"2.273E+001","1.145333E+002","79,33"
"1.145133E+002","2.2739999999999998E+001",33,78,3114,"2.273E+001","1.1452330000000001E+002","78,33"
"1.145033E+002","2.2739999999999998E+001",33,77,3113,"2.273E+001","1.145133E+002","77,33"
"1.144933E+002","2.2739999999999998E+001",33,76,3112,"2.273E+001","1.145033E+002","76,33"
"1.144833E+002","2.2739999999999998E+001",33,75,3111,"2.273E+001","1.144933E+002","75,33"
"1.1447329999999999E+002","2.2739999999999998E+001",33,74,3110,"2.273E+001","1.144833E+002","74,33"
"1.1408329999999999E+002","2.2440000000000001E+001",3,35,311,"2.243E+001","1.140933E+002","35,3"
"1.144633E+002","2.2739999999999998E+001",33,73,3109,"2.273E+001","1.1447329999999999E+002","73,33"
"1.144533E+002","2.2739999999999998E+001",33,72,3108,"2.273E+001","1.144633E+002","72,33"
"1.1444329999999999E+002","2.2739999999999998E+001",33,71,3107,"2.273E+001","1.144533E+002","71,33"
"1.144333E+002","2.2739999999999998E+001",33,70,3106,"2.273E+001","1.1444329999999999E+002","70,33"
"1.144233E+002","2.2739999999999998E+001",33,69,3105,"2.273E+001","1.144333E+002","69,33"
"1.1441330000000001E+002","2.2739999999999998E+001",33,68,3104,"2.273E+001","1.144233E+002","68,33"
"1.144033E+002","2.2739999999999998E+001",33,67,3103,"2.273E+001","1.1441330000000001E+002","67,33"
"1.143933E+002","2.2739999999999998E+001",33,66,3102,"2.273E+001","1.144033E+002","66,33"
"1.1438330000000001E+002","2.2739999999999998E+001",33,65,3101,"2.273E+001","1.143933E+002","65,33"
"1.143733E+002","2.2739999999999998E+001",33,64,3100,"2.273E+001","1.1438330000000001E+002","64,33"
"1.140733E+002","2.2440000000000001E+001",3,34,310,"2.243E+001","1.1408329999999999E+002","34,3"
"1.140433E+002","2.241E+001",0,31,31,"2.2399999999999999E+001","1.1405329999999999E+002","31,0"
"1.143633E+002","2.2739999999999998E+001",33,63,3099,"2.273E+001","1.143733E+002","63,33"
"1.143533E+002","2.2739999999999998E+001",33,62,3098,"2.273E+001","1.143633E+002","62,33"
"1.143433E+002","2.2739999999999998E+001",33,61,3097,"2.273E+001","1.143533E+002","61,33"
"1.1433329999999999E+002","2.2739999999999998E+001",33,60,3096,"2.273E+001","1.143433E+002","60,33"
"1.143233E+002","2.2739999999999998E+001",33,59,3095,"2.273E+001","1.1433329999999999E+002","59,33"
"1.143133E+002","2.2739999999999998E+001",33,58,3094,"2.273E+001","1.143233E+002","58,33"
"1.1430329999999999E+002","2.2739999999999998E+001",33,57,3093,"2.273E+001","1.143133E+002","57,33"
"1.142933E+002","2.2739999999999998E+001",33,56,3092,"2.273E+001","1.1430329999999999E+002","56,33"
"1.142833E+002","2.2739999999999998E+001",33,55,3091,"2.273E+001","1.142933E+002","55,33"
"1.1427330000000001E+002","2.2739999999999998E+001",33,54,3090,"2.273E+001","1.142833E+002","54,33"
"1.140633E+002","2.2440000000000001E+001",3,33,309,"2.243E+001","1.140733E+002","33,3"
"1.142633E+002","2.2739999999999998E+001",33,53,3089,"2.273E+001","1.1427330000000001E+002","53,33"
"1.142533E+002","2.2739999999999998E+001",33,52,3088,"2.273E+001","1.142633E+002","52,33"
"1.142433E+002","2.2739999999999998E+001",33,51,3087,"2.273E+001","1.142533E+002","51,33"
"1.142333E+002","2.2739999999999998E+001",33,50,3086,"2.273E+001","1.142433E+002","50,33"
"1.1422329999999999E+002","2.2739999999999998E+001",33,49,3085,"2.273E+001","1.142333E+002","49,33"
"1.142133E+002","2.2739999999999998E+001",33,48,3084,"2.273E+001","1.1422329999999999E+002","48,33"
"1.142033E+002","2.2739999999999998E+001",33,47,3083,"2.273E+001","1.142133E+002","47,33"
"1.1419329999999999E+002","2.2739999999999998E+001",33,46,3082,"2.273E+001","1.142033E+002","46,33"
"1.141833E+002","2.2739999999999998E+001",33,45,3081,"2.273E+001","1.1419329999999999E+002","45,33"
"1.141733E+002","2.2739999999999998E+001",33,44,3080,"2.273E+001","1.141833E+002","44,33"
"1.1405329999999999E+002","2.2440000000000001E+001",3,32,308,"2.243E+001","1.140633E+002","32,3"
"1.1416330000000001E+002","2.2739999999999998E+001",33,43,3079,"2.273E+001","1.141733E+002","43,33"
"1.141533E+002","2.2739999999999998E+001",33,42,3078,"2.273E+001","1.1416330000000001E+002","42,33"
"1.141433E+002","2.2739999999999998E+001",33,41,3077,"2.273E+001","1.141533E+002","41,33"
"1.1413330000000001E+002","2.2739999999999998E+001",33,40,3076,"2.273E+001","1.141433E+002","40,33"
"1.141233E+002","2.2739999999999998E+001",33,39,3075,"2.273E+001","1.1413330000000001E+002","39,33"
"1.141133E+002","2.2739999999999998E+001",33,38,3074,"2.273E+001","1.141233E+002","38,33"
"1.141033E+002","2.2739999999999998E+001",33,37,3073,"2.273E+001","1.141133E+002","37,33"
"1.140933E+002","2.2739999999999998E+001",33,36,3072,"2.273E+001","1.141033E+002","36,33"
"1.1452330000000001E+002","2.259E+001",18,79,1735,"2.2579999999999998E+001","1.145333E+002","79,18"
"1.145133E+002","2.259E+001",18,78,1734,"2.2579999999999998E+001","1.1452330000000001E+002","78,18"
"1.145033E+002","2.259E+001",18,77,1733,"2.2579999999999998E+001","1.145133E+002","77,18"
"1.144933E+002","2.259E+001",18,76,1732,"2.2579999999999998E+001","1.145033E+002","76,18"
"1.144833E+002","2.259E+001",18,75,1731,"2.2579999999999998E+001","1.144933E+002","75,18"
"1.1447329999999999E+002","2.259E+001",18,74,1730,"2.2579999999999998E+001","1.144833E+002","74,18"
"1.145433E+002","2.2420000000000002E+001",1,81,173,"2.241E+001","1.1455329999999999E+002","81,1"
"1.144633E+002","2.259E+001",18,73,1729,"2.2579999999999998E+001","1.1447329999999999E+002","73,18"
"1.144533E+002","2.259E+001",18,72,1728,"2.2579999999999998E+001","1.144633E+002","72,18"
"1.1444329999999999E+002","2.259E+001",18,71,1727,"2.2579999999999998E+001","1.144533E+002","71,18"
"1.144333E+002","2.259E+001",18,70,1726,"2.2579999999999998E+001","1.1444329999999999E+002","70,18"
"1.144233E+002","2.259E+001",18,69,1725,"2.2579999999999998E+001","1.144333E+002","69,18"
"1.1441330000000001E+002","2.259E+001",18,68,1724,"2.2579999999999998E+001","1.144233E+002","68,18"
"1.144033E+002","2.259E+001",18,67,1723,"2.2579999999999998E+001","1.1441330000000001E+002","67,18"
"1.143933E+002","2.259E+001",18,66,1722,"2.2579999999999998E+001","1.144033E+002","66,18"
"1.1438330000000001E+002","2.259E+001",18,65,1721,"2.2579999999999998E+001","1.143933E+002","65,18"
"1.143733E+002","2.259E+001",18,64,1720,"2.2579999999999998E+001","1.1438330000000001E+002","64,18"
"1.145333E+002","2.2420000000000002E+001",1,80,172,"2.241E+001","1.145433E+002","80,1"
"1.143633E+002","2.259E+001",18,63,1719,"2.2579999999999998E+001","1.143733E+002","63,18"
"1.143533E+002","2.259E+001",18,62,1718,"2.2579999999999998E+001","1.143633E+002","62,18"
"1.143433E+002","2.259E+001",18,61,1717,"2.2579999999999998E+001","1.143533E+002","61,18"
"1.1433329999999999E+002","2.259E+001",18,60,1716,"2.2579999999999998E+001","1.143433E+002","60,18"
"1.143233E+002","2.259E+001",18,59,1715,"2.2579999999999998E+001","1.1433329999999999E+002","59,18"
"1.143133E+002","2.259E+001",18,58,1714,"2.2579999999999998E+001","1.143233E+002","58,18"
"1.1430329999999999E+002","2.259E+001",18,57,1713,"2.2579999999999998E+001","1.143133E+002","57,18"
"1.142933E+002","2.259E+001",18,56,1712,"2.2579999999999998E+001","1.1430329999999999E+002","56,18"
"1.142833E+002","2.259E+001",18,55,1711,"2.2579999999999998E+001","1.142933E+002","55,18"
"1.1427330000000001E+002","2.259E+001",18,54,1710,"2.2579999999999998E+001","1.142833E+002","54,18"
"1.1452330000000001E+002","2.2420000000000002E+001",1,79,171,"2.241E+001","1.145333E+002","79,1"
"1.142633E+002","2.259E+001",18,53,1709,"2.2579999999999998E+001","1.1427330000000001E+002","53,18"
"1.142533E+002","2.259E+001",18,52,1708,"2.2579999999999998E+001","1.142633E+002","52,18"
"1.142433E+002","2.259E+001",18,51,1707,"2.2579999999999998E+001","1.142533E+002","51,18"
"1.142333E+002","2.259E+001",18,50,1706,"2.2579999999999998E+001","1.142433E+002","50,18"
"1.1422329999999999E+002","2.259E+001",18,49,1705,"2.2579999999999998E+001","1.142333E+002","49,18"
"1.142133E+002","2.259E+001",18,48,1704,"2.2579999999999998E+001","1.1422329999999999E+002","48,18"
"1.142033E+002","2.259E+001",18,47,1703,"2.2579999999999998E+001","1.142133E+002","47,18"
"1.1419329999999999E+002","2.259E+001",18,46,1702,"2.2579999999999998E+001","1.142033E+002","46,18"
"1.141833E+002","2.259E+001",18,45,1701,"2.2579999999999998E+001","1.1419329999999999E+002","45,18"
"1.141733E+002","2.259E+001",18,44,1700,"2.2579999999999998E+001","1.141833E+002","44,18"
"1.145133E+002","2.2420000000000002E+001",1,78,170,"2.241E+001","1.1452330000000001E+002","78,1"
"1.139033E+002","2.241E+001",0,17,17,"2.2399999999999999E+001","1.1391330000000001E+002","17,0"
"1.1416330000000001E+002","2.259E+001",18,43,1699,"2.2579999999999998E+001","1.141733E+002","43,18"
"1.141533E+002","2.259E+001",18,42,1698,"2.2579999999999998E+001","1.1416330000000001E+002","42,18"
"1.141433E+002","2.259E+001",18,41,1697,"2.2579999999999998E+001","1.141533E+002","41,18"
"1.1413330000000001E+002","2.259E+001",18,40,1696,"2.2579999999999998E+001","1.141433E+002","40,18"
"1.141233E+002","2.259E+001",18,39,1695,"2.2579999999999998E+001","1.1413330000000001E+002","39,18"
"1.141133E+002","2.259E+001",18,38,1694,"2.2579999999999998E+001","1.141233E+002","38,18"
"1.141033E+002","2.259E+001",18,37,1693,"2.2579999999999998E+001","1.141133E+002","37,18"
"1.140933E+002","2.259E+001",18,36,1692,"2.2579999999999998E+001","1.141033E+002","36,18"
"1.1408329999999999E+002","2.259E+001",18,35,1691,"2.2579999999999998E+001","1.140933E+002","35,18"
"1.140733E+002","2.259E+001",18,34,1690,"2.2579999999999998E+001","1.1408329999999999E+002","34,18"
"1.145033E+002","2.2420000000000002E+001",1,77,169,"2.241E+001","1.145133E+002","77,1"
"1.140633E+002","2.259E+001",18,33,1689,"2.2579999999999998E+001","1.140733E+002","33,18"
"1.1405329999999999E+002","2.259E+001",18,32,1688,"2.2579999999999998E+001","1.140633E+002","32,18"
"1.140433E+002","2.259E+001",18,31,1687,"2.2579999999999998E+001","1.1405329999999999E+002","31,18"
"1.140333E+002","2.259E+001",18,30,1686,"2.2579999999999998E+001","1.140433E+002","30,18"
"1.1402330000000001E+002","2.259E+001",18,29,1685,"2.2579999999999998E+001","1.140333E+002","29,18"
"1.140133E+002","2.259E+001",18,28,1684,"2.2579999999999998E+001","1.1402330000000001E+002","28,18"
"1.140033E+002","2.259E+001",18,27,1683,"2.2579999999999998E+001","1.140133E+002","27,18"
"1.139933E+002","2.259E+001",18,26,1682,"2.2579999999999998E+001","1.140033E+002","26,18"
"1.139833E+002","2.259E+001",18,25,1681,"2.2579999999999998E+001","1.139933E+002","25,18"
"1.1397329999999999E+002","2.259E+001",18,24,1680,"2.2579999999999998E+001","1.139833E+002","24,18"
"1.144933E+002","2.2420000000000002E+001",1,76,168,"2.241E+001","1.145033E+002","76,1"
"1.139633E+002","2.259E+001",18,23,1679,"2.2579999999999998E+001","1.1397329999999999E+002","23,18"
"1.139533E+002","2.259E+001",18,22,1678,"2.2579999999999998E+001","1.139633E+002","22,18"
"1.1394329999999999E+002","2.259E+001",18,21,1677,"2.2579999999999998E+001","1.139533E+002","21,18"
"1.139333E+002","2.259E+001",18,20,1676,"2.2579999999999998E+001","1.1394329999999999E+002","20,18"
"1.1427330000000001E+002","2.282E+001",41,54,3826,"2.2809999999999999E+001","1.142833E+002","54,41"
"1.142633E+002","2.282E+001",41,53,3825,"2.2809999999999999E+001","1.1427330000000001E+002","53,41"
"1.142533E+002","2.282E+001",41,52,3824,"2.2809999999999999E+001","1.142633E+002","52,41"
"1.142433E+002","2.282E+001",41,51,3823,"2.2809999999999999E+001","1.142533E+002","51,41"
"1.142333E+002","2.282E+001",41,50,3822,"2.2809999999999999E+001","1.142433E+002","50,41"
"1.1422329999999999E+002","2.282E+001",41,49,3821,"2.2809999999999999E+001","1.142333E+002","49,41"
"1.142133E+002","2.282E+001",41,48,3820,"2.2809999999999999E+001","1.1422329999999999E+002","48,41"
"1.138733E+002","2.2449999999999999E+001",4,14,382,"2.2440000000000001E+001","1.1388330000000001E+002","14,4"
"1.142033E+002","2.282E+001",41,47,3819,"2.2809999999999999E+001","1.142133E+002","47,41"
"1.1419329999999999E+002","2.282E+001",41,46,3818,"2.2809999999999999E+001","1.142033E+002","46,41"
"1.141833E+002","2.282E+001",41,45,3817,"2.2809999999999999E+001","1.1419329999999999E+002","45,41"
"1.141733E+002","2.282E+001",41,44,3816,"2.2809999999999999E+001","1.141833E+002","44,41"
"1.1416330000000001E+002","2.282E+001",41,43,3815,"2.2809999999999999E+001","1.141733E+002","43,41"
"1.141533E+002","2.282E+001",41,42,3814,"2.2809999999999999E+001","1.1416330000000001E+002","42,41"
"1.141433E+002","2.282E+001",41,41,3813,"2.2809999999999999E+001","1.141533E+002","41,41"
"1.1413330000000001E+002","2.282E+001",41,40,3812,"2.2809999999999999E+001","1.141433E+002","40,41"
"1.141233E+002","2.282E+001",41,39,3811,"2.2809999999999999E+001","1.1413330000000001E+002","39,41"
"1.141133E+002","2.282E+001",41,38,3810,"2.2809999999999999E+001","1.141233E+002","38,41"
"1.138633E+002","2.2449999999999999E+001",4,13,381,"2.2440000000000001E+001","1.138733E+002","13,4"
"1.141033E+002","2.282E+001",41,37,3809,"2.2809999999999999E+001","1.141133E+002","37,41"
"1.140933E+002","2.282E+001",41,36,3808,"2.2809999999999999E+001","1.141033E+002","36,41"
"1.1408329999999999E+002","2.282E+001",41,35,3807,"2.2809999999999999E+001","1.140933E+002","35,41"
"1.140733E+002","2.282E+001",41,34,3806,"2.2809999999999999E+001","1.1408329999999999E+002","34,41"
"1.140633E+002","2.282E+001",41,33,3805,"2.2809999999999999E+001","1.140733E+002","33,41"
"1.1405329999999999E+002","2.282E+001",41,32,3804,"2.2809999999999999E+001","1.140633E+002","32,41"
"1.140433E+002","2.282E+001",41,31,3803,"2.2809999999999999E+001","1.1405329999999999E+002","31,41"
"1.140333E+002","2.282E+001",41,30,3802,"2.2809999999999999E+001","1.140433E+002","30,41"
"1.1402330000000001E+002","2.282E+001",41,29,3801,"2.2809999999999999E+001","1.140333E+002","29,41"
"1.140133E+002","2.282E+001",41,28,3800,"2.2809999999999999E+001","1.1402330000000001E+002","28,41"
"1.138533E+002","2.2449999999999999E+001",4,12,380,"2.2440000000000001E+001","1.138633E+002","12,4"
"1.141133E+002","2.241E+001",0,38,38,"2.2399999999999999E+001","1.141233E+002","38,0"
"1.140033E+002","2.282E+001",41,27,3799,"2.2809999999999999E+001","1.140133E+002","27,41"
"1.139933E+002","2.282E+001",41,26,3798,"2.2809999999999999E+001","1.140033E+002","26,41"
"1.139833E+002","2.282E+001",41,25,3797,"2.2809999999999999E+001","1.139933E+002","25,41"
"1.1397329999999999E+002","2.282E+001",41,24,3796,"2.2809999999999999E+001","1.139833E+002","24,41"
"1.139633E+002","2.282E+001",41,23,3795,"2.2809999999999999E+001","1.1397329999999999E+002","23,41"
"1.139533E+002","2.282E+001",41,22,3794,"2.2809999999999999E+001","1.139633E+002","22,41"
"1.1394329999999999E+002","2.282E+001",41,21,3793,"2.2809999999999999E+001","1.139533E+002","21,41"
"1.139333E+002","2.282E+001",41,20,3792,"2.2809999999999999E+001","1.1394329999999999E+002","20,41"
"1.139233E+002","2.282E+001",41,19,3791,"2.2809999999999999E+001","1.139333E+002","19,41"
"1.1391330000000001E+002","2.282E+001",41,18,3790,"2.2809999999999999E+001","1.139233E+002","18,41"
"1.138433E+002","2.2449999999999999E+001",4,11,379,"2.2440000000000001E+001","1.138533E+002","11,4"
"1.139033E+002","2.282E+001",41,17,3789,"2.2809999999999999E+001","1.1391330000000001E+002","17,41"
"1.138933E+002","2.282E+001",41,16,3788,"2.2809999999999999E+001","1.139033E+002","16,41"
"1.1388330000000001E+002","2.282E+001",41,15,3787,"2.2809999999999999E+001","1.138933E+002","15,41"
"1.138733E+002","2.282E+001",41,14,3786,"2.2809999999999999E+001","1.1388330000000001E+002","14,41"
"1.138633E+002","2.282E+001",41,13,3785,"2.2809999999999999E+001","1.138733E+002","13,41"
"1.138533E+002","2.282E+001",41,12,3784,"2.2809999999999999E+001","1.138633E+002","12,41"
"1.138433E+002","2.282E+001",41,11,3783,"2.2809999999999999E+001","1.138533E+002","11,41"
"1.1383329999999999E+002","2.282E+001",41,10,3782,"2.2809999999999999E+001","1.138433E+002","10,41"
"1.138233E+002","2.282E+001",41,9,3781,"2.2809999999999999E+001","1.1383329999999999E+002","9,41"
"1.138133E+002","2.282E+001",41,8,3780,"2.2809999999999999E+001","1.138233E+002","8,41"
"1.1383329999999999E+002","2.2449999999999999E+001",4,10,378,"2.2440000000000001E+001","1.138433E+002","10,4"
"1.1380329999999999E+002","2.282E+001",41,7,3779,"2.2809999999999999E+001","1.138133E+002","7,41"
"1.137933E+002","2.282E+001",41,6,3778,"2.2809999999999999E+001","1.1380329999999999E+002","6,41"
"1.137833E+002","2.282E+001",41,5,3777,"2.2809999999999999E+001","1.137933E+002","5,41"
"1.1377330000000001E+002","2.282E+001",41,4,3776,"2.2809999999999999E+001","1.137833E+002","4,41"
"1.137633E+002","2.282E+001",41,3,3775,"2.2809999999999999E+001","1.1377330000000001E+002","3,41"
"1.137533E+002","2.282E+001",41,2,3774,"2.2809999999999999E+001","1.137633E+002","2,41"
"1.137433E+002","2.282E+001",41,1,3773,"2.2809999999999999E+001","1.137533E+002","1,41"
"1.137333E+002","2.282E+001",41,0,3772,"2.2809999999999999E+001","1.137433E+002","0,41"
"1.146433E+002","2.2809999999999999E+001",40,91,3771,"2.2800000000000001E+001","1.146533E+002","91,40"
"1.1463330000000001E+002","2.2809999999999999E+001",40,90,3770,"2.2800000000000001E+001","1.146433E+002","90,40"
"1.138233E+002","2.2449999999999999E+001",4,9,377,"2.2440000000000001E+001","1.1383329999999999E+002","9,4"
"1.146233E+002","2.2809999999999999E+001",40,89,3769,"2.2800000000000001E+001","1.1463330000000001E+002","89,40"
"1.146133E+002","2.2809999999999999E+001",40,88,3768,"2.2800000000000001E+001","1.146233E+002","88,40"
"1.146033E+002","2.2809999999999999E+001",40,87,3767,"2.2800000000000001E+001","1.146133E+002","87,40"
"1.145933E+002","2.2809999999999999E+001",40,86,3766,"2.2800000000000001E+001","1.146033E+002","86,40"
"1.141233E+002","2.2449999999999999E+001",4,39,407,"2.2440000000000001E+001","1.1413330000000001E+002","39,4"
"1.1394329999999999E+002","2.2850000000000001E+001",44,21,4069,"2.284E+001","1.139533E+002","21,44"
"1.139333E+002","2.2850000000000001E+001",44,20,4068,"2.284E+001","1.1394329999999999E+002","20,44"
"1.139233E+002","2.2850000000000001E+001",44,19,4067,"2.284E+001","1.139333E+002","19,44"
"1.1391330000000001E+002","2.2850000000000001E+001",44,18,4066,"2.284E+001","1.139233E+002","18,44"
"1.139033E+002","2.2850000000000001E+001",44,17,4065,"2.284E+001","1.1391330000000001E+002","17,44"
"1.138933E+002","2.2850000000000001E+001",44,16,4064,"2.284E+001","1.139033E+002","16,44"
"1.1388330000000001E+002","2.2850000000000001E+001",44,15,4063,"2.284E+001","1.138933E+002","15,44"
"1.138733E+002","2.2850000000000001E+001",44,14,4062,"2.284E+001","1.1388330000000001E+002","14,44"
"1.138633E+002","2.2850000000000001E+001",44,13,4061,"2.284E+001","1.138733E+002","13,44"
"1.138533E+002","2.2850000000000001E+001",44,12,4060,"2.284E+001","1.138633E+002","12,44"
"1.141133E+002","2.2449999999999999E+001",4,38,406,"2.2440000000000001E+001","1.141233E+002","38,4"
"1.138433E+002","2.2850000000000001E+001",44,11,4059,"2.284E+001","1.138533E+002","11,44"
"1.1383329999999999E+002","2.2850000000000001E+001",44,10,4058,"2.284E+001","1.138433E+002","10,44"
"1.138233E+002","2.2850000000000001E+001",44,9,4057,"2.284E+001","1.1383329999999999E+002","9,44"
"1.138133E+002","2.2850000000000001E+001",44,8,4056,"2.284E+001","1.138233E+002","8,44"
"1.1380329999999999E+002","2.2850000000000001E+001",44,7,4055,"2.284E+001","1.138133E+002","7,44"
"1.137933E+002","2.2850000000000001E+001",44,6,4054,"2.284E+001","1.1380329999999999E+002","6,44"
"1.137833E+002","2.2850000000000001E+001",44,5,4053,"2.284E+001","1.137933E+002","5,44"
"1.1377330000000001E+002","2.2850000000000001E+001",44,4,4052,"2.284E+001","1.137833E+002","4,44"
"1.137633E+002","2.2850000000000001E+001",44,3,4051,"2.284E+001","1.1377330000000001E+002","3,44"
"1.137533E+002","2.2850000000000001E+001",44,2,4050,"2.284E+001","1.137633E+002","2,44"
"1.141033E+002","2.2449999999999999E+001",4,37,405,"2.2440000000000001E+001","1.141133E+002","37,4"
"1.137433E+002","2.2850000000000001E+001",44,1,4049,"2.284E+001","1.137533E+002","1,44"
"1.137333E+002","2.2850000000000001E+001",44,0,4048,"2.284E+001","1.137433E+002","0,44"
"1.146433E+002","2.284E+001",43,91,4047,"2.2829999999999998E+001","1.146533E+002","91,43"
"1.1463330000000001E+002","2.284E+001",43,90,4046,"2.2829999999999998E+001","1.146433E+002","90,43"
"1.146233E+002","2.284E+001",43,89,4045,"2.2829999999999998E+001","1.1463330000000001E+002","89,43"
"1.146133E+002","2.284E+001",43,88,4044,"2.2829999999999998E+001","1.146233E+002","88,43"
"1.146033E+002","2.284E+001",43,87,4043,"2.2829999999999998E+001","1.146133E+002","87,43"
"1.145933E+002","2.284E+001",43,86,4042,"2.2829999999999998E+001","1.146033E+002","86,43"
